yearstart,locationabbr,stratificationcategory1,stratification1,overweight_value,obesity_value,obesity_high_risk,overweight_high_risk
2020,VA,Income,"$15,000 - $24,999",30.7,38.3,1,0
2020,VA,Income,"$25,000 - $34,999",34.4,34.0,1,0
2020,VA,Income,"$35,000 - $49,999",37.6,35.9,1,1
2020,VA,Income,"$50,000 - $74,999",35.9,34.4,1,1
2020,VA,Income,"$75,000 or greater",36.7,30.3,0,1
2020,VA,Income,Data not reported,34.7,24.7,0,0
2020,VA,Income,"Less than $15,000",27.9,38.5,1,0
2020,VA,Race/Ethnicity,2 or more races,34.7,27.3,0,0
2020,VA,Race/Ethnicity,American Indian/Alaska Native,38.5,25.4,0,1
2020,VA,Race/Ethnicity,Asian,38.5,12.3,0,1
2020,VA,Race/Ethnicity,Hispanic,38.0,33.0,1,1
2020,VA,Race/Ethnicity,Non-Hispanic Black,32.4,43.3,1,0
2020,VA,Race/Ethnicity,Non-Hispanic White,35.2,31.2,0,1
2020,VA,Sex,Female,30.1,31.8,1,0
2020,VA,Sex,Male,39.9,32.6,1,1
2020,VA,Total,Total,35.1,32.2,1,1
2020,VT,Age (years),18 - 24,31.9,15.2,0,0
2020,VT,Age (years),25 - 34,33.3,26.6,0,0
2020,VT,Age (years),35 - 44,37.2,27.2,0,1
2020,VT,Age (years),45 - 54,37.0,31.1,0,1
2020,VT,Age (years),55 - 64,34.7,29.5,0,0
2020,VT,Age (years),65 or older,38.0,26.1,0,1
2020,VT,Education,College graduate,36.8,19.1,0,1
2020,VT,Education,High school graduate,34.8,32.4,1,1
2020,VT,Education,Less than high school,34.0,34.4,1,0
2020,VT,Education,Some college or technical school,35.5,26.7,0,1
2020,VT,Income,"$15,000 - $24,999",31.7,32.4,1,0
2020,VT,Income,"$25,000 - $34,999",38.1,28.7,0,1
2020,VT,Income,"$35,000 - $49,999",35.0,24.9,0,1
2020,VT,Income,"$50,000 - $74,999",34.9,28.3,0,1
2020,VT,Income,"$75,000 or greater",41.5,22.0,0,1
2020,VT,Income,Data not reported,32.0,23.9,0,0
2020,VT,Income,"Less than $15,000",22.2,37.2,1,0
2020,VT,Race/Ethnicity,2 or more races,26.8,37.0,1,0
2020,VT,Race/Ethnicity,Hispanic,31.3,39.0,1,0
2020,VT,Race/Ethnicity,Non-Hispanic White,36.3,26.1,0,1
2020,VT,Race/Ethnicity,Other,29.6,37.9,1,0
2020,VT,Sex,Female,29.0,26.4,0,0
2020,VT,Sex,Male,41.9,26.1,0,1
2020,VT,Total,Total,35.7,26.3,0,1
2020,WA,Age (years),18 - 24,24.4,17.3,0,0
2020,WA,Age (years),25 - 34,34.4,25.8,0,0
2020,WA,Age (years),35 - 44,35.9,31.9,1,1
2020,WA,Age (years),45 - 54,38.4,32.8,1,1
2020,WA,Age (years),55 - 64,38.9,29.7,0,1
2020,WA,Age (years),65 or older,39.3,27.9,0,1
2020,WA,Education,College graduate,37.1,20.7,0,1
2020,WA,Education,High school graduate,35.1,31.9,1,1
2020,WA,Education,Less than high school,35.3,31.4,0,1
2020,WA,Education,Some college or technical school,35.7,31.7,1,1
2020,WA,Income,"$15,000 - $24,999",34.1,30.3,0,0
2020,WA,Income,"$25,000 - $34,999",33.9,30.8,0,0
2020,WA,Income,"$35,000 - $49,999",36.5,31.3,0,1
2020,WA,Income,"$50,000 - $74,999",36.1,31.6,0,1
2020,WA,Income,"$75,000 or greater",39.4,24.9,0,1
2020,WA,Income,Data not reported,30.7,25.2,0,0
2020,WA,Income,"Less than $15,000",29.2,36.6,1,0
2020,WA,Race/Ethnicity,2 or more races,37.6,26.0,0,1
2020,WA,Race/Ethnicity,American Indian/Alaska Native,31.1,41.2,1,0
2020,WA,Race/Ethnicity,Asian,31.3,8.4,0,0
2020,WA,Race/Ethnicity,Hawaiian/Pacific Islander,42.9,37.0,1,1
2020,WA,Race/Ethnicity,Hispanic,38.5,32.1,1,1
2020,WA,Race/Ethnicity,Non-Hispanic Black,30.4,37.2,1,0
2020,WA,Race/Ethnicity,Non-Hispanic White,36.6,29.3,0,1
2020,WA,Race/Ethnicity,Other,43.1,20.5,0,1
2020,WA,Sex,Female,29.1,28.0,0,0
2020,WA,Sex,Male,42.4,28.0,0,1
2020,WA,Total,Total,36.0,28.0,0,1
2020,WI,Age (years),18 - 24,27.2,19.8,0,0
2020,WI,Age (years),25 - 34,38.1,28.3,0,1
2020,WI,Age (years),35 - 44,30.9,40.9,1,0
2020,WI,Age (years),45 - 54,38.9,36.8,1,1
2020,WI,Age (years),55 - 64,39.4,35.3,1,1
2020,WI,Age (years),65 or older,38.5,30.6,0,1
2020,WI,Education,College graduate,38.0,26.4,0,1
2020,WI,Education,High school graduate,38.5,33.7,1,1
2020,WI,Education,Less than high school,31.3,38.3,1,0
2020,WI,Education,Some college or technical school,33.5,34.3,1,0
2020,WI,Income,"$15,000 - $24,999",34.5,39.9,1,0
2020,WI,Income,"$25,000 - $34,999",28.3,33.7,1,0
2020,WI,Income,"$35,000 - $49,999",34.8,36.4,1,1
2020,WI,Income,"$50,000 - $74,999",39.5,30.4,0,1
2020,WI,Income,"$75,000 or greater",38.0,29.3,0,1
2020,WI,Income,Data not reported,36.4,29.7,0,1
2020,WI,Income,"Less than $15,000",29.5,35.5,1,0
2020,WI,Race/Ethnicity,2 or more races,45.1,12.6,0,1
2020,WI,Race/Ethnicity,American Indian/Alaska Native,37.8,35.0,1,1
2020,WI,Race/Ethnicity,Asian,29.4,16.7,0,0
2020,WI,Race/Ethnicity,Hispanic,37.6,35.9,1,1
2020,WI,Race/Ethnicity,Non-Hispanic Black,30.7,47.3,1,0
2020,WI,Race/Ethnicity,Non-Hispanic White,36.7,31.4,0,1
2020,WI,Sex,Female,30.3,32.0,1,0
2020,WI,Sex,Male,41.6,32.5,1,1
2020,WI,Total,Total,36.1,32.3,1,1
2020,WV,Age (years),18 - 24,27.1,20.4,0,0
2020,WV,Age (years),25 - 34,27.6,40.3,1,0
2020,WV,Age (years),35 - 44,27.8,47.1,1,0
2020,WV,Age (years),45 - 54,29.1,49.2,1,0
2020,WV,Age (years),55 - 64,36.0,42.0,1,1
2020,WV,Age (years),65 or older,37.9,33.9,1,1
2020,WV,Education,College graduate,34.3,34.9,1,0
2020,WV,Education,High school graduate,30.4,40.7,1,0
2020,WV,Education,Less than high school,31.7,37.2,1,0
2020,WV,Education,Some college or technical school,32.6,40.8,1,0
2020,WV,Income,"$15,000 - $24,999",30.6,44.2,1,0
2020,WV,Income,"$25,000 - $34,999",31.7,39.6,1,0
2020,WV,Income,"$35,000 - $49,999",31.2,41.2,1,0
2020,WV,Income,"$50,000 - $74,999",32.7,40.8,1,0
2020,WV,Income,"$75,000 or greater",34.7,39.8,1,0
2020,WV,Income,Data not reported,32.2,30.6,0,0
2020,WV,Income,"Less than $15,000",27.8,35.2,1,0
2020,WV,Race/Ethnicity,2 or more races,28.2,40.0,1,0
2020,WV,Race/Ethnicity,Hispanic,39.4,38.6,1,1
2020,WV,Race/Ethnicity,Non-Hispanic Black,24.7,39.3,1,0
2020,WV,Race/Ethnicity,Non-Hispanic White,32.0,39.4,1,0
2020,WV,Sex,Female,28.8,37.6,1,0
2020,WV,Sex,Male,35.1,40.6,1,1
2020,WV,Total,Total,32.0,39.1,1,0
2020,WY,Age (years),18 - 24,31.7,19.6,0,0
2020,WY,Age (years),25 - 34,34.3,28.6,0,0
2020,WY,Age (years),35 - 44,38.2,32.7,1,1
2020,WY,Age (years),45 - 54,38.9,39.9,1,1
2020,WY,Age (years),55 - 64,40.3,32.2,1,1
2020,WY,Age (years),65 or older,35.5,29.6,0,1
2020,WY,Education,College graduate,39.6,24.4,0,1
2020,WY,Education,High school graduate,35.7,30.9,0,1
2020,WY,Education,Less than high school,31.7,36.7,1,0
2020,WY,Education,Some college or technical school,36.4,33.5,1,1
2020,WY,Income,"$15,000 - $24,999",32.6,31.1,0,0
2020,WY,Income,"$25,000 - $34,999",31.1,31.6,0,0
2020,WY,Income,"$35,000 - $49,999",35.9,34.0,1,1
2020,WY,Income,"$50,000 - $74,999",41.1,30.4,0,1
2020,WY,Income,"$75,000 or greater",40.7,29.7,0,1
2020,WY,Income,Data not reported,32.0,28.7,0,0
2020,WY,Income,"Less than $15,000",29.3,32.9,1,0
2020,WY,Race/Ethnicity,2 or more races,41.2,24.5,0,1
2020,WY,Race/Ethnicity,American Indian/Alaska Native,42.7,36.4,1,1
2020,WY,Race/Ethnicity,Hispanic,33.0,35.2,1,0
2020,WY,Race/Ethnicity,Non-Hispanic White,37.2,30.3,0,1
2020,WY,Sex,Female,28.1,31.4,0,0
2020,WY,Sex,Male,44.0,30.1,0,1
2020,WY,Total,Total,36.6,30.7,0,1
2021,AK,Age (years),18 - 24,27.9,26.1,0,0
2021,AK,Age (years),25 - 34,34.1,32.2,1,0
2021,AK,Age (years),35 - 44,36.9,33.3,1,1
2021,AK,Age (years),45 - 54,31.6,42.9,1,0
2021,AK,Age (years),55 - 64,36.7,34.4,1,1
2021,AK,Age (years),65 or older,35.6,31.8,1,1
2021,AK,Education,College graduate,35.9,28.5,0,1
2021,AK,Education,High school graduate,31.9,35.5,1,0
2021,AK,Education,Less than high school,31.5,26.4,0,0
2021,AK,Education,Some college or technical school,35.2,37.1,1,1
2021,AK,Income,"$15,000 - $24,999",29.0,33.9,1,0
2021,AK,Income,"$25,000 - $34,999",32.5,33.0,1,0
2021,AK,Income,"$35,000 - $49,999",30.0,36.7,1,0
2021,AK,Income,"$50,000 - $74,999",35.4,36.2,1,1
2021,AK,Income,"$75,000 or greater",38.9,32.3,1,1
2021,AK,Income,Data not reported,34.7,32.7,1,0
2021,AK,Income,"Less than $15,000",31.1,28.8,0,0
2021,AK,Race/Ethnicity,2 or more races,25.8,44.4,1,0
2021,AK,Race/Ethnicity,American Indian/Alaska Native,29.1,39.1,1,0
2021,AK,Race/Ethnicity,Asian,29.5,20.7,0,0
2021,AK,Race/Ethnicity,Hispanic,33.2,39.1,1,0
2021,AK,Race/Ethnicity,Non-Hispanic Black,39.7,37.0,1,1
2021,AK,Race/Ethnicity,Non-Hispanic White,36.2,31.4,0,1
2021,AK,Race/Ethnicity,Other,39.2,31.2,0,1
2021,AK,Sex,Female,29.6,34.9,1,0
2021,AK,Sex,Male,38.0,32.3,1,1
2021,AK,Total,Total,34.1,33.5,1,0
2021,AL,Age (years),18 - 24,28.5,25.4,0,0
2021,AL,Age (years),25 - 34,21.1,46.6,1,0
2021,AL,Age (years),35 - 44,31.8,45.8,1,0
2021,AL,Age (years),45 - 54,33.8,46.4,1,0
2021,AL,Age (years),55 - 64,32.7,44.4,1,0
2021,AL,Age (years),65 or older,39.4,30.9,0,1
2021,AL,Education,College graduate,34.2,34.3,1,0
2021,AL,Education,High school graduate,30.1,41.1,1,0
2021,AL,Education,Less than high school,33.1,40.5,1,0
2021,AL,Education,Some college or technical school,31.6,42.6,1,0
2021,AL,Income,"$15,000 - $24,999",30.1,40.8,1,0
2021,AL,Income,"$25,000 - $34,999",30.7,46.2,1,0
2021,AL,Income,"$35,000 - $49,999",28.5,46.4,1,0
2021,AL,Income,"$50,000 - $74,999",30.9,42.8,1,0
2021,AL,Income,"$75,000 or greater",35.5,40.3,1,1
2021,AL,Income,Data not reported,34.2,34.1,1,0
2021,AL,Income,"Less than $15,000",27.0,40.8,1,0
2021,AL,Race/Ethnicity,2 or more races,35.3,45.8,1,1
2021,AL,Race/Ethnicity,Hispanic,36.6,38.8,1,1
2021,AL,Race/Ethnicity,Non-Hispanic Black,26.5,49.7,1,0
2021,AL,Race/Ethnicity,Non-Hispanic White,33.3,36.8,1,0
2021,AL,Sex,Female,27.7,41.6,1,0
2021,AL,Sex,Male,36.3,38.0,1,1
2021,AL,Total,Total,31.9,39.9,1,0
2021,AR,Age (years),18 - 24,22.7,28.4,0,0
2021,AR,Age (years),25 - 34,31.5,37.6,1,0
2021,AR,Age (years),35 - 44,32.1,45.3,1,0
2021,AR,Age (years),45 - 54,32.2,45.3,1,0
2021,AR,Age (years),55 - 64,33.2,42.6,1,0
2021,AR,Age (years),65 or older,35.2,33.4,1,1
2021,AR,Education,College graduate,33.2,36.7,1,0
2021,AR,Education,High school graduate,28.8,39.5,1,0
2021,AR,Education,Less than high school,36.6,29.9,0,1
2021,AR,Education,Some college or technical school,31.9,42.8,1,0
2021,AR,Income,"$15,000 - $24,999",31.1,39.0,1,0
2021,AR,Income,"$25,000 - $34,999",29.4,37.1,1,0
2021,AR,Income,"$35,000 - $49,999",32.4,40.1,1,0
2021,AR,Income,"$50,000 - $74,999",27.9,44.1,1,0
2021,AR,Income,"$75,000 or greater",36.9,39.8,1,1
2021,AR,Income,Data not reported,33.4,35.0,1,0
2021,AR,Income,"Less than $15,000",30.3,42.5,1,0
2021,AR,Race/Ethnicity,2 or more races,26.0,34.8,1,0
2021,AR,Race/Ethnicity,American Indian/Alaska Native,48.8,20.5,0,1
2021,AR,Race/Ethnicity,Hispanic,29.0,35.9,1,0
2021,AR,Race/Ethnicity,Non-Hispanic Black,26.4,50.0,1,0
2021,AR,Race/Ethnicity,Non-Hispanic White,33.0,37.6,1,0
2021,AR,Sex,Female,28.9,38.6,1,0
2021,AR,Sex,Male,34.5,38.7,1,0
2021,AR,Total,Total,31.7,38.7,1,0
2021,AZ,Age (years),18 - 24,29.6,20.7,0,0
2021,AZ,Age (years),25 - 34,34.8,30.7,0,1
2021,AZ,Age (years),35 - 44,37.1,36.9,1,1
2021,AZ,Age (years),45 - 54,40.5,35.8,1,1
2021,AZ,Age (years),55 - 64,37.0,35.1,1,1
2021,AZ,Age (years),65 or older,38.5,28.3,0,1
2021,AZ,Education,College graduate,36.8,25.5,0,1
2021,AZ,Education,High school graduate,35.4,32.6,1,1
2021,AZ,Education,Less than high school,38.6,35.2,1,1
2021,AZ,Education,Some college or technical school,36.7,33.6,1,1
2021,AZ,Income,"$15,000 - $24,999",33.4,36.3,1,0
2021,AZ,Income,"$25,000 - $34,999",35.0,34.5,1,1
2021,AZ,Income,"$35,000 - $49,999",35.4,34.2,1,1
2021,AZ,Income,"$50,000 - $74,999",39.9,31.7,1,1
2021,AZ,Income,"$75,000 or greater",37.9,29.2,0,1
2021,AZ,Income,Data not reported,37.8,27.4,0,1
2021,AZ,Income,"Less than $15,000",29.5,39.2,1,0
2021,AZ,Race/Ethnicity,2 or more races,31.2,31.1,0,0
2021,AZ,Race/Ethnicity,American Indian/Alaska Native,29.7,48.9,1,0
2021,AZ,Race/Ethnicity,Asian,40.1,14.2,0,1
2021,AZ,Race/Ethnicity,Hispanic,39.1,35.8,1,1
2021,AZ,Race/Ethnicity,Non-Hispanic Black,36.0,42.5,1,1
2021,AZ,Race/Ethnicity,Non-Hispanic White,35.8,28.2,0,1
2021,AZ,Race/Ethnicity,Other,33.0,27.4,0,0
2021,AZ,Sex,Female,31.4,31.6,0,0
2021,AZ,Sex,Male,41.4,31.1,0,1
2021,AZ,Total,Total,36.6,31.3,0,1
2021,CA,Age (years),18 - 24,24.6,19.5,0,0
2021,CA,Age (years),25 - 34,33.6,26.7,0,0
2021,CA,Age (years),35 - 44,37.4,33.0,1,1
2021,CA,Age (years),45 - 54,43.4,29.6,0,1
2021,CA,Age (years),55 - 64,38.7,31.7,1,1
2021,CA,Age (years),65 or older,37.4,23.9,0,1
2021,CA,Education,College graduate,35.2,19.6,0,1
2021,CA,Education,High school graduate,35.5,29.1,0,1
2021,CA,Education,Less than high school,41.0,38.3,1,1
2021,CA,Education,Some college or technical school,36.0,29.7,0,1
2021,CA,Income,"$15,000 - $24,999",35.8,33.9,1,1
2021,CA,Income,"$25,000 - $34,999",33.8,33.7,1,0
2021,CA,Income,"$35,000 - $49,999",38.2,31.0,0,1
2021,CA,Income,"$50,000 - $74,999",35.6,27.8,0,1
2021,CA,Income,"$75,000 or greater",38.5,26.9,0,1
2021,CA,Income,Data not reported,36.9,22.9,0,1
2021,CA,Income,"Less than $15,000",33.9,32.4,1,0
2021,CA,Race/Ethnicity,2 or more races,37.8,26.1,0,1
2021,CA,Race/Ethnicity,Asian,31.0,9.4,0,0
2021,CA,Race/Ethnicity,Hispanic,39.6,35.7,1,1
2021,CA,Race/Ethnicity,Non-Hispanic Black,42.2,37.0,1,1
2021,CA,Race/Ethnicity,Non-Hispanic White,34.5,26.3,0,0
2021,CA,Race/Ethnicity,Other,28.6,37.1,1,0
2021,CA,Sex,Female,29.3,28.7,0,0
2021,CA,Sex,Male,43.2,26.5,0,1
2021,CA,Total,Total,36.4,27.6,0,1
2021,CO,Age (years),18 - 24,24.0,13.8,0,0
2021,CO,Age (years),25 - 34,33.0,23.1,0,0
2021,CO,Age (years),35 - 44,35.6,27.5,0,1
2021,CO,Age (years),45 - 54,36.4,33.0,1,1
2021,CO,Age (years),55 - 64,39.8,28.5,0,1
2021,CO,Age (years),65 or older,40.3,22.9,0,1
2021,CO,Education,College graduate,36.8,20.5,0,1
2021,CO,Education,High school graduate,33.5,28.2,0,0
2021,CO,Education,Less than high school,37.1,27.6,0,1
2021,CO,Education,Some college or technical school,35.0,27.8,0,1
2021,CO,Income,"$15,000 - $24,999",32.3,31.7,1,0
2021,CO,Income,"$25,000 - $34,999",33.9,27.3,0,0
2021,CO,Income,"$35,000 - $49,999",35.3,28.0,0,1
2021,CO,Income,"$50,000 - $74,999",36.3,27.2,0,1
2021,CO,Income,"$75,000 or greater",38.8,25.6,0,1
2021,CO,Income,Data not reported,35.7,22.0,0,1
2021,CO,Income,"Less than $15,000",29.5,27.5,0,0
2021,CO,Race/Ethnicity,2 or more races,26.1,31.8,1,0
2021,CO,Race/Ethnicity,American Indian/Alaska Native,42.0,29.4,0,1
2021,CO,Race/Ethnicity,Asian,36.8,8.1,0,1
2021,CO,Race/Ethnicity,Hispanic,36.9,31.6,0,1
2021,CO,Race/Ethnicity,Non-Hispanic Black,35.0,30.6,0,1
2021,CO,Race/Ethnicity,Non-Hispanic White,35.0,23.7,0,1
2021,CO,Race/Ethnicity,Other,43.3,24.6,0,1
2021,CO,Sex,Female,29.9,25.8,0,0
2021,CO,Sex,Male,40.6,24.5,0,1
2021,CO,Total,Total,35.5,25.1,0,1
2021,CT,Age (years),18 - 24,22.5,20.0,0,0
2021,CT,Age (years),25 - 34,31.2,32.2,1,0
2021,CT,Age (years),35 - 44,38.0,32.0,1,1
2021,CT,Age (years),45 - 54,40.9,36.0,1,1
2021,CT,Age (years),55 - 64,36.8,34.8,1,1
2021,CT,Age (years),65 or older,38.2,26.6,0,1
2021,CT,Education,College graduate,36.0,23.5,0,1
2021,CT,Education,High school graduate,35.4,33.4,1,1
2021,CT,Education,Less than high school,37.1,35.5,1,1
2021,CT,Education,Some college or technical school,33.5,34.9,1,0
2021,CT,Income,"$15,000 - $24,999",34.7,33.2,1,0
2021,CT,Income,"$25,000 - $34,999",32.3,39.0,1,0
2021,CT,Income,"$35,000 - $49,999",33.1,35.5,1,0
2021,CT,Income,"$50,000 - $74,999",34.7,33.7,1,0
2021,CT,Income,"$75,000 or greater",36.3,30.0,0,1
2021,CT,Income,Data not reported,36.4,26.5,0,1
2021,CT,Income,"Less than $15,000",33.0,35.5,1,0
2021,CT,Race/Ethnicity,2 or more races,34.6,29.2,0,0
2021,CT,Race/Ethnicity,Asian,32.0,13.6,0,0
2021,CT,Race/Ethnicity,Hispanic,37.6,34.1,1,1
2021,CT,Race/Ethnicity,Non-Hispanic Black,29.8,44.4,1,0
2021,CT,Race/Ethnicity,Non-Hispanic White,35.6,28.8,0,1
2021,CT,Race/Ethnicity,Other,33.2,32.6,1,0
2021,CT,Sex,Female,28.7,30.7,0,0
2021,CT,Sex,Male,41.8,30.1,0,1
2021,CT,Total,Total,35.3,30.4,0,1
2021,DC,Age (years),18 - 24,20.4,15.5,0,0
2021,DC,Age (years),25 - 34,29.1,19.3,0,0
2021,DC,Age (years),35 - 44,31.1,26.3,0,0
2021,DC,Age (years),45 - 54,34.2,31.0,0,0
2021,DC,Age (years),55 - 64,33.5,34.6,1,0
2021,DC,Age (years),65 or older,33.2,24.0,0,0
2021,DC,Education,College graduate,32.2,17.8,0,0
2021,DC,Education,High school graduate,26.2,38.8,1,0
2021,DC,Education,Less than high school,28.6,34.2,1,0
2021,DC,Education,Some college or technical school,31.3,30.5,0,0
2021,DC,Income,"$15,000 - $24,999",24.9,39.8,1,0
2021,DC,Income,"$25,000 - $34,999",28.0,34.3,1,0
2021,DC,Income,"$35,000 - $49,999",38.3,27.8,0,1
2021,DC,Income,"$50,000 - $74,999",32.8,26.2,0,0
2021,DC,Income,"$75,000 or greater",28.6,25.2,0,0
2021,DC,Income,Data not reported,32.0,19.5,0,0
2021,DC,Income,"Less than $15,000",16.9,42.3,1,0
2021,DC,Race/Ethnicity,2 or more races,24.7,25.0,0,0
2021,DC,Race/Ethnicity,Asian,19.0,8.4,0,0
2021,DC,Race/Ethnicity,Hispanic,25.5,34.8,1,0
2021,DC,Race/Ethnicity,Non-Hispanic Black,31.6,35.9,1,0
2021,DC,Race/Ethnicity,Non-Hispanic White,32.2,13.0,0,0
2021,DC,Sex,Female,26.1,28.6,0,0
2021,DC,Sex,Male,35.4,20.7,0,1
2021,DC,Total,Total,30.7,24.7,0,0
2021,DE,Age (years),18 - 24,22.5,17.5,0,0
2021,DE,Age (years),25 - 34,31.2,31.4,0,0
2021,DE,Age (years),35 - 44,35.5,38.3,1,1
2021,DE,Age (years),45 - 54,33.9,39.6,1,0
2021,DE,Age (years),55 - 64,37.6,39.3,1,1
2021,DE,Age (years),65 or older,40.6,32.9,1,1
2021,DE,Education,College graduate,36.3,31.7,1,1
2021,DE,Education,High school graduate,34.7,35.6,1,0
2021,DE,Education,Less than high school,30.9,35.5,1,0
2021,DE,Education,Some college or technical school,34.9,33.8,1,1
2021,DE,Income,"$15,000 - $24,999",30.8,38.7,1,0
2021,DE,Income,"$25,000 - $34,999",36.3,33.9,1,1
2021,DE,Income,"$35,000 - $49,999",35.5,32.5,1,1
2021,DE,Income,"$50,000 - $74,999",38.2,34.0,1,1
2021,DE,Income,"$75,000 or greater",34.3,38.8,1,0
2021,DE,Income,Data not reported,34.8,31.0,0,1
2021,DE,Income,"Less than $15,000",26.1,44.5,1,0
2021,DE,Race/Ethnicity,2 or more races,29.7,40.8,1,0
2021,DE,Race/Ethnicity,Asian,33.6,17.0,0,0
2021,DE,Race/Ethnicity,Hispanic,30.4,38.8,1,0
2021,DE,Race/Ethnicity,Non-Hispanic Black,36.0,40.0,1,1
2021,DE,Race/Ethnicity,Non-Hispanic White,35.9,31.7,1,1
2021,DE,Sex,Female,29.7,36.1,1,0
2021,DE,Sex,Male,40.0,31.7,1,1
2021,DE,Total,Total,34.9,33.9,1,1
2021,GA,Age (years),18 - 24,26.2,19.4,0,0
2021,GA,Age (years),25 - 34,31.7,34.5,1,0
2021,GA,Age (years),35 - 44,36.4,38.3,1,1
2021,GA,Age (years),45 - 54,34.8,42.2,1,1
2021,GA,Age (years),55 - 64,35.8,39.0,1,1
2021,GA,Age (years),65 or older,37.5,28.7,0,1
2021,GA,Education,College graduate,37.9,28.6,0,1
2021,GA,Education,High school graduate,29.5,37.4,1,0
2021,GA,Education,Less than high school,36.6,34.7,1,1
2021,GA,Education,Some college or technical school,33.7,35.3,1,0
2021,GA,Income,"$15,000 - $24,999",30.6,35.7,1,0
2021,GA,Income,"$25,000 - $34,999",36.2,33.5,1,1
2021,GA,Income,"$35,000 - $49,999",30.1,35.0,1,0
2021,GA,Income,"$50,000 - $74,999",34.4,38.1,1,0
2021,GA,Income,"$75,000 or greater",34.8,37.9,1,1
2021,GA,Income,Data not reported,35.7,29.8,0,1
2021,GA,Income,"Less than $15,000",31.7,38.5,1,0
2021,GA,Race/Ethnicity,2 or more races,32.8,28.3,0,0
2021,GA,Race/Ethnicity,American Indian/Alaska Native,35.2,25.1,0,1
2021,GA,Race/Ethnicity,Asian,36.8,16.5,0,1
2021,GA,Race/Ethnicity,Hispanic,36.2,32.7,1,1
2021,GA,Race/Ethnicity,Non-Hispanic Black,31.2,42.7,1,0
2021,GA,Race/Ethnicity,Non-Hispanic White,35.3,30.4,0,1
2021,GA,Race/Ethnicity,Other,32.6,28.5,0,0
2021,GA,Sex,Female,30.7,35.8,1,0
2021,GA,Sex,Male,37.6,32.0,1,1
2021,GA,Total,Total,34.1,33.9,1,0
2021,GU,Age (years),18 - 24,21.0,29.9,0,0
2021,GU,Age (years),25 - 34,30.2,38.4,1,0
2021,GU,Age (years),35 - 44,37.1,26.7,0,1
2021,GU,Age (years),45 - 54,31.2,43.9,1,0
2021,GU,Age (years),55 - 64,33.1,39.7,1,0
2021,GU,Age (years),65 or older,36.2,17.6,0,1
2021,GU,Education,College graduate,37.4,22.2,0,1
2021,GU,Education,High school graduate,26.1,41.9,1,0
2021,GU,Education,Less than high school,26.8,33.8,1,0
2021,GU,Education,Some college or technical school,38.3,31.6,0,1
2021,GU,Income,"$15,000 - $24,999",36.1,38.1,1,1
2021,GU,Income,"$25,000 - $34,999",40.0,34.8,1,1
2021,GU,Income,"$35,000 - $49,999",31.0,28.2,0,0
2021,GU,Income,"$50,000 - $74,999",27.2,38.8,1,0
2021,GU,Income,"$75,000 or greater",32.4,37.3,1,0
2021,GU,Income,Data not reported,29.8,30.0,0,0
2021,GU,Income,"Less than $15,000",24.0,32.5,1,0
2021,GU,Race/Ethnicity,2 or more races,40.5,26.8,0,1
2021,GU,Race/Ethnicity,Asian,34.6,16.4,0,0
2021,GU,Race/Ethnicity,Hawaiian/Pacific Islander,24.5,50.4,1,0
2021,GU,Race/Ethnicity,Hispanic,38.1,39.2,1,1
2021,GU,Race/Ethnicity,Non-Hispanic White,38.2,18.2,0,1
2021,GU,Sex,Female,24.4,30.7,0,0
2021,GU,Sex,Male,37.7,36.0,1,1
2021,GU,Total,Total,31.4,33.5,1,0
2021,HI,Age (years),18 - 24,25.9,22.7,0,0
2021,HI,Age (years),25 - 34,32.0,29.8,0,0
2021,HI,Age (years),35 - 44,36.3,28.3,0,1
2021,HI,Age (years),45 - 54,35.7,34.8,1,1
2021,HI,Age (years),55 - 64,39.6,22.6,0,1
2021,HI,Age (years),65 or older,37.7,16.6,0,1
2021,HI,Education,College graduate,36.9,17.9,0,1
2021,HI,Education,High school graduate,31.4,30.9,0,0
2021,HI,Education,Less than high school,38.1,29.5,0,1
2021,HI,Education,Some college or technical school,36.7,25.2,0,1
2021,HI,Income,"$15,000 - $24,999",32.6,26.1,0,0
2021,HI,Income,"$25,000 - $34,999",34.4,29.2,0,0
2021,HI,Income,"$35,000 - $49,999",30.3,27.0,0,0
2021,HI,Income,"$50,000 - $74,999",33.4,25.2,0,0
2021,HI,Income,"$75,000 or greater",38.1,24.0,0,1
2021,HI,Income,Data not reported,38.1,22.6,0,1
2021,HI,Income,"Less than $15,000",25.9,34.6,1,0
2021,HI,Race/Ethnicity,2 or more races,37.0,31.3,0,1
2021,HI,Race/Ethnicity,Asian,35.3,16.1,0,1
2021,HI,Race/Ethnicity,Hawaiian/Pacific Islander,29.1,50.3,1,0
2021,HI,Race/Ethnicity,Hispanic,35.2,31.0,0,1
2021,HI,Race/Ethnicity,Non-Hispanic Black,48.1,25.9,0,1
2021,HI,Race/Ethnicity,Non-Hispanic White,35.4,22.4,0,1
2021,HI,Sex,Female,29.6,21.5,0,0
2021,HI,Sex,Male,40.8,28.4,0,1
2021,HI,Total,Total,35.3,25.0,0,1
2021,IA,Age (years),18 - 24,28.0,21.7,0,0
2021,IA,Age (years),25 - 34,32.6,37.8,1,0
2021,IA,Age (years),35 - 44,34.6,41.6,1,0
2021,IA,Age (years),45 - 54,33.9,44.2,1,0
2021,IA,Age (years),55 - 64,38.0,37.5,1,1
2021,IA,Age (years),65 or older,36.4,34.7,1,1
